0,1,2,3,4,5
241,132,นายไตรเทพ งามกมล,พรรคภูมิใจไทย,เห็นด้วย,
242,136,พันเอกเศรษฐพงค์ มะลิสุวรรณ,พรรคภูมิใจไทย,เห็นด้วย,
243,177,นายสุชาติ โชคชัยวัฒนากร,พรรคภูมีใจไทย,เห็นด้วย,
244,197,นายบุญลือ ประเสริฐโสภา,พรรคภูมีใจไทย,เห็นด้วย,
245,200,นายปกรณ์ มุ่งเจริญพร,พรรคภูมิใจไทย,เห็นด้วย,
246,230,นายพรชัย อำนวยทรัพย์,พรรคภูมิใจไทย,เห็นด้าย,
247,233,นางสาวพรพิมล ธรรมสาร,พรรคภูมิใจไทย,เห็นด้วย,
248,246,นายพิบูลย์ รัชกิจประการ,พรรคภูมิใจไทย,เห็นด้วย,
249,249,นายพิษณุ พลธี,พรรคภูมิใจไทย,เห็นด้วย,
250,263,นายาราคร ปริศนานันทกุล,พรรคภูมิใจไทย,เท็นด้วย,
251,274,ร้อยตำราจตรีมณฑล โพธิ์คาย,พรรคภูมีใจไทย,เห็นด้วย,
252,280,นางสาวมัลลิกา จิระพันธุ์วาณิข,พรรคภูมิใจไทย,เห็นด้วย,
253,281,นายมานท ศรีผึ้ง,พรรคภูมิใจไทย,เห็นด้วย,
254,299,นายรังสิกร ทิมาตฤกะ,พรรคภูมิใจไทย,เห็นด้าย,
255,303,นายรุ่งโรจน์ ทองศรี,พรรคภูมิใจไทย,เท็นด้วย,
256,330,นายวิรัช พันธุมะผล .า,พรรคภูมิใจไทย,เท็นด้วย,
,,,,หน้า 9/ 1.1521,
ลำดับที่,เลขที่บัตร,ชื่อ-สกุล,ชื่อสังกัด,ผลการลงคะแบน,
257,333,นายวิสิทธิ์ พิทยาภรณ์,พรรคภูมิใจไทย,เห็นด้วย,
258,341,นายมารุต มัสยวาณิช,พรรคภูมิใจไทย,เท็นด้วย,
259,353,นางสาวศรีนวล บุญลือ,พรรคภูมิใจไทย,เท็นด้วย,
260,364,นายศิริวัฒน์ ขจรประศาสน์,พรรคภูมิใจไทย,เท็นด้วย,
261,369,นางสาวศุภมาส อิศรภักดี,พรรคภูมีใจไทย,เห็นด้วย,
262,373,นายสนอง เทพอักษรณรงค์,พรรคภูมิใจไทย,เห็นด้วย,
263,385,นายสมบูรณํ ชารัมย์,พรรคภูมิใจไทย,เห็นด้วย,
264,396,นายสรอรรถ กลินประทุม,พรรคภูมิใจไทย,เท็นด้วย,
265,399,นายสฤษฎ์พงษ์ เกี่ยวข้อง,พรรคภูมิใจไทย,เห็นด้วย,
266, 400,นายสฤษดิ์ บุตรเนียร,พรรคภูมิใจไทย,เท็นด้วย,
267,419,นายสิริพงศ์ อังคสกุลเกียรติ,พรรคภูมิใจไทย,เท็นด้วย,
268,443,นายสุรศักดิ์ พันธ์เจริญวรกุล,พรรคภูมิใจไทย,เท็นด้วย,
269,451,นายโสภณ ชารัมย์,พรรคภูมิใจไทย,เห็นด้วย,
270,455,นายอดิพงษ์ ริติพิทยา,พรรคภูมีใจไทย,เห็นด้วย,
271,459,นายอนาวิล รัตนสถาพร,พรรคภูมิใจไทย,เท็นด้วย,
272,471,นายอภิชา เลิศพชรามล,พรรคภูมีใจไทย,เท็นด้วย,
273,494,นายเอกการ ชื่อทรงธรรม,พรรคภูมิใจไทย,เท็นด้าวย,
274,488,นายอาสพลธ์ สรรณํไตรภพ,พรรคภูมิใจไทย,ไม่เท็นด้วย,
275,088,นายสวาป เผ่าประทาน,พรรคภูมิใจไทย, งดออก.สียง,
276,256,นางสาวเพชรดาว โต๊ะมีนา,พรรคภูมใจไทย,งดออกเสียง,
277,366,นายศุภชัย ใจสมุทร,พรรคภูมิใจไทย,งดออก.สียง,
278,482,นายอับดุลบาซิม อาบู,พรรคภูมีใจไทย,งดออกเสียง,
279,379,นายสมเจตน์ ลิมปะพันธุ์,พรรคภูมิใจไทย,ไม่ลงคะแนนเสียง,
280,078,นายเจ.เศรษฐ์ ไทยเศรษฐ์,พรรคภูมิใจไทย . .,.,
281,153,นายธนยศ ทิมสุวรรณ,พรรคภูมิใจไทย,ต.,
282,291,นายยศวัฒน์ มาไพศาลสิน,พรรคภูมิใจไทย,.,
283,313,นายวรศิษฎ์ เลียงประสิทธิ์,พรรคภูมิใจไทย,..,
284,358,นายศักดิ์สยาม ชิดชอบ,พรรคภูมิใจไทย,.,
285,368,นายศุภขัย โพธิ์สุ,พรรคภูมิใจไทย,.,
286,463,นายอนุทิน ชาญวีรกูล,พรรคภูมิใจไทย,อา.,
287,489,นายอำนาจ  วิลาวัลย์,พรรคภูมิใจไทย,..,
288,030,นายเกษมสันต์ มีทิพย์,พรรคก้าวไกล,เท็นด้วย,
289,038,นายขวัญเลิศ พานิชมาท,พรรคก้าวไกล,เท็นด้วย,
,,,,หน้า 10/1.1521,
ลำดับที่,เลขทีบัตร,ชื่อ-สกุล,ชื่อสังกัด,ผลการลงคะแนบ,
290,250,นายพีรเดช คำสมุทร,พรรคก้าวไกล,เห็นด้วย,
291,475,นางอมรัตน์ โชคปมิตต์กุล,พรรคก้าวไกล,เห็นด้วย,
292,497,นายเอกภพ เพียรพิเศษ,พรรคก้าวไกล,เท็นด้วย,
293,013,นายกัญจน์พงศ์ จงสุทธนามณี,พรรคก้าวไกล,ไม่.เท็นด้วย,
294,045,นายคำพอง  เทพาคำ,ทรรคก้าวไกล,ไม่เห็นด้วย,
295,048,นายจรัส  คุ้มไข่น้ำ,พรรคก้าวไกล,ไม่เท็นด้วย,
296,065,นายจิรวัฒน์ อรัณยกานนท์,พรรคก้าวไกล,ไม่เท็นด้วย,
297,066,นายจิรัฏฐ์ ทองสุวรรณ์,พรรคก้าวไกล,ไมเท็นด้วย,
298,085,พันตำราจตรี ชวลิต เลาทอุดมพันธ์,พรรคก้าวไกล,ไมเห็นด้วย,
299,109,นางสาาญาณธิชา บัวเผือน`,พรรคก้าวไกล,ไม่เท็นด้วย,
300,15,นางสาวณธีภัสร์ กุลเศรษฐสิทธิ์,พรรคก้าวไกล,ไม่เท็นด้วย,
301,119,นายณัฐชา บุญไชยอินสาัสดิ์,พรรคก้าวไกล,ไม่เท็นด้วย,
302,120,นายณัฐพงษ์ เรืองปัญญาวุฒิ,พรรคภ้าวไกล,ไม่เท็นด้วย,
303,122,นายณัฐพล สืบศักดิ์วงศ์,พรรคก้าวไกล,ไม่เห็นด้วย,
304,124,นายณัฐวุฒิ บัวประทุม,พรรคก้าวไกล,ไม่เท็นด้วย,
305,138,นายทวีศักดิ์  ทักษิณ,พรรคก้าวไกล,ไม่เท็นด้วย,
306,139,นายทศพร ทองศิริ,พรรคก้าวไกล,ไม่เท็นด้วย,
307,140,นายทองแดง เบ็ญจะปัก,พรรคก้าวไกล,ไม่เท็นด้วย,
308,148,นายเท่าพิภพ ลิ้มจิตรกร,พรรคก้าวไกล,ไมเห็นด้วย,
309,156,นายมานพ คีรีภูวดล,พรรคก้าวไกล,ไม่เห็นด้วย,
310,160,นายธัญวัจน์ กมลวงศ์วัฒน์,พรรคก้าวไกล,ไมเห็นด้วย,
311,166,นายธีรัจชัย พันธุมาศ,พรรคก้าวไกล,ไม่เห็นด้วย,
312,180,นายนิติพล ผิวเหมาะ,พรรคก้าวไกล,ไม่เท็นด้วย `,
313,199,นางสาว.บญจา แสงจันทร์,พรรคก้าวไกล .,ไม่เท็นด้วย,
314,201,นายปกรณวุฒิ  อุดมพิพัฒน์สกุล,พรรคก้าวไกล,ไม่เห็นด้าย,
315,203,นายปดิพัทธ์ สันติภาดา,พรรคก้าวไกล,ไมเห็นด้วย,
316,215,นายประเสริฐพงษ์ ศรนุวัตร์,พรรคก้าวไกล,ไม่เท็นด้วย,
317,216,นายปริญญา ช่วยเกตฺ คีรีรัตน์,พรรคก้าวไกล,ไม่เท็นด้วย,
318,241,นายพิจารณ์ เชาวพัฒนวงศ์,พรรคก้าวไกล,ไมเห็นด้วย,
319,245,นายพิธา ลิ้มเจริญรัตน์,พรรคก้าวไกล,ไม่เห็นด้วย,
320,300,นายรังสิมันต์ โรม,พรรคก้าวไกล,ไม่เท็นด้วย,
321,310,นายารภพ วิริยะโรจน์,พรรคก้าวไกล,ไม่เท็นด้วย,
322,311,นางสาววรรณวรี ตะล่อมสิน,พรรคก้าวไกล,ไม่เห็นด้าย,
,,,,หน้า 11/1.1521,
ลำดับที่,เลขที่บัตร,ชื่อ-สกุล,ชื่อสังกัด,ผลการลงคะแนน,
323,312,นางสาววรรณวิภา ไม้สน,พรรคก้าวไกล,ไมเห็นด้วย,
324,326,นายวาโย อัศวรุ่งเรือง,พรรคก้าวไกล,ไมเห็นด้วย,
325,347,นายวุฒินันท์ บุญชู,พรรคก้าวไกล,ไม่เห็นด้วย,
326,357,นายศักดินัย นุ่มหนู,พรรคก้าวไกล,ไม่เท็นด้วย,
327,361,นางสาวศิริกัญญา ตันสกุล,พรรคก้าวไกล,ไม่เห็นด้วย,
328,374,นายสมเกียรติ ไชยวิสุทธิกุล,พรรคก้าวไกล,ไม่เห็นด้วย,
329,375,นายสมเกียรติ ถนอมสินธุ์,พรรคก้าวไกล,ไม่เห็นด้วย,
330,381,นายสมขาย ฝังชลจิตร,พรรคก้าวไกล,ไมเห็นด้วย,
331,425,นางสาวสุทธวรรณ  สุบรรณฺณ อยุธยา,พรรคก้าวไกล,ไม่เท็นด้วย,
332,428,นายสุเทพ  อู่อัน,พรรคก้าวไกล,ไม่เท็นด้วย,
333,431,พลตำราจตรีสุพิศาล ภักดืนฤนาถ,พรรคก้าวไกล,ไม่เท็นด้วย,
334,437,นายสุรเชษฐ์ ประวีณวงศ์วุฒิ,พรรคก้าวไกล,ไม่เห็นด้วย,
335,440,รองศาสตราจารย์สุรวาท ทองบุ,พรรคก้าวไกล,ไม่เห็นด้วย,
336,452,นายองค์การ ขัยบุตร,พรรคก้าวไกล,ไม่เท็นด้วย,
337,473,นายอภิชาติ ศิริสุนทร,พรรคก้าวไกล,ไม่เห็นด้วย,
338,04^,นายคารม พลพรกลาง,พรรคก้าวไกล,=,
339,.002,ศาสตราจารย์กนก วงษ์ตระหง่าน,พรรคประชาธิปัตย์,เห็นด้วย,
340,016,นายพิสิฐ ลี้อาธรรม,พรรคประชาริปัตย์,เห็นด้วย,
341,031,นายเกียรติ สิทธือมร,พรรคประชาธิปัตย์,เห็นค้วย,
342,061,นางสาวจิตภัสร์ ตั้น กฤดากร,พรรคประชาธิปัตย์,เห็นด้วย,
343,071,นายอิสระ เสรีวัฒนวุฒิ,พรรคประชาธิปัตย์,เห็นด้วย,
344,073,นายจุรินทร์ ลักษณวิศิษฎ์,พรรคประชาธิปัตย์,เห็นด้วย,
345,093,นายชัยวุฒิ บรรณวัฒน์,พรรคประชาธิบัตย์,เท็นด้วย,
346,097,นายชินวรณ์ บุณยเกียรติ,พรรคประชาธิปัตย์,เห็นด้วย,
347,129,นายเดขอิศม์ ขาวทอง,พรรคประชาธิปัตย์,เห็นด้วย,
348,134,นางสาวสุภาพร กำเนิดผล,พรรคประชาธิบัตย์,เท็นด้วย,
349,147,นายเทอดพงษ์ไชยนันทน์,พรรคประชาธิปัตย์,เท็นด้วย,
350,161,นายธารา ปีตุเตชะ,พรรคประชาธิปัตย์,เท็นด้วย,
351,173,นายนริศ ขำนุรักษ์,พรรคประชาธิปัตย์,เห็นด้วย,
352,189,นางสาวแนน บุณย์ธิดา สมขัย,พรรคประชาธิปัตย์ .,เห็นด้วย,
353,190,นายบัญญัติ เจตนจันทร์,พรรคประชาธิปัตย์,เท็นด้วย,
354,191,นายบัญญัติ บรรทัดฐาน,พรรคประชาธิปัตย์,เห็นด้วย,
355,204,นายประกอบ  รัตนพันธ์,พรรคประชาธิปัตย์,เท็นด้วย,
,,4,,,
,,,,หน้า 12/1 1521,
ลำดับที่,เลขทีบัตร,ชือ-สกุล,ชื่อสังกัด,ผลการลงคะแนน,
356,209,นายประมาล พงศ์ถาวราเดช,พรรคประชาธิปัตย์,เห็นด้วย,
357,248,นางสาวพิมพ์ภัทรา วิชัยกุล,พรรคประชาธิปัตย์,เห็นด้วย,
358,251,นางสาวพิมพรพี พันธุ์วิชาติกุล,พรรคประชาธิปัตย์,เห็นด้าย,
359,268,นายภานุ ศรีบุศยกาญจน์,พรรคประชาธิปัตย์,เห็นด้าย,
360,277,นายมนตรี ป่าน้อยนนท์,พรรคประชาธิปัตย์,เท็นด้วย,
361,301,นางสาวรังสิมา รอดรัศมี,พรรคประชาธิปัตย์,เท็นด้วย,
362,308,นางสาววชิรากรณ์ กาญจนะ,พรรคประชาธิปัตย์,เห็นด้วย,
363,334,นายวิวรรธน์ นิลวัชรมณี,พรรคประชาธิปัตย์,เห็นด้วย,
364,348,นายวุฒิพงษ์ นามบุตร,พรรคประชาธิปัตย์,เห็นด้วย,
365,355,นางศรีสมร รัศมีฤกษ์เศรษฐ์,พรรคประชาธิปัตย์,เท็นด้าย,
366,363,นางศิริวรรณ ปราศจากศัตรู,พรรคประชาธิปัตย์,เท็นด้วย,
367,380,นายสมชาติ ประดิษฐพร,พรรคประชาธิปัตย์,เท็นด้วย,
368,398,นายสราวุธ อ่อนละมัย,พรรคประชาธิปัตย์,เท็นด้วย,
369,408,นายสาคร  เกียวข้อง,พรรคประชาธิปัตย์,เห็นด้วย,
370,409,นายสาทิตย์ วงศ์หนองเตย,พรรคประชาธิปัตย์,เท็นด้วย,
371,415,พันโทสินธพ แก้วพิจิตร,พรรคประชาธิปัตย์,เท็นด้าย,
372,.416,นายสินิตย์ เลิศไกร,พรรคประชาธิปัตย์,เท็นด้วย,
373,424,นางสาวสุณัฐขา โล่สถาพรพิพิธ,พรรคประชาธิปัตย์,เห็นด้วย,
374,453,นายองอาจ คล้ามไพบูลย์,พรรคประชาธิปัตย์,เห็นด้วย,
375,474,นายสุทัศน์ เง็นหมืน,พรรคประชาธิบัตย์,เห็นด้วย,
376,478,นายอัครเดช วงษ์พิทักษ์โรจน์,พรรคประขาธิปัตย์,เห็นด้วย,
377,228,นายพนิต วิกิตเศรษฐ์,พรรคประชาธิปัตย์,ไม่เท็นด้วย,
378,084,นายชวน หลีาภัย,พรรคประชาธิปัตย์, งดออกเสียง,
379,447,พลตำรวจตรีสุรินทร์ ปาลา.ร่,พรรคประชาธิปัตย์, งดออก.สียง,
380,014,นางกันตวรรณ ตันเกียร,พรรคประชาธิบัตย์,.-,
381,089,นายขัยชนะ เดชเดโข,พรรคประชาธิปัตย์,..,
382,162,นายธิรภัทร พริ้งศุลกะ,พรรคประชาธิปัตย์,.,
383,343,นายวีระชัย วีระเมธีกุล,พรรคประชาธิปัตย์,.,
384,410,นายสาธิต ปิตุเตชะ,พรรคประชาธิปัตย์,=,
385,470,นายอภิชัย เตขะอุบล,พรรคประชาธิปัตย์ .,=,
386,481,นายอันวาร์ สา.ละ,พรรคประชาธิปัตย์,.,
387,484,นายอัศวิน วิภูศิริ,พรรคประชาธิปัตย์,..,
388,492,นายจักพันธ์ ปียพรไพบูลย์ .,พรรคประชาธิปัตย์,อ,
,,,,หน้า 13/1.1521,
ลำดับที่,เลขที่บัตร,ชื่อ-สกุล,ชื่อสังกัด,ผลการลงคะแนน,
389,028,นาย'กษม ศุภรานนท์,พรรคเศรษฐกิจไทย,เห็นด้วย,
390,051,นางสาวจอมขวัญ กลับบ้านเกาะ,"พรรค,ศรษฐกิจไทย",เท็นด้วย,
391,117,นายณัฏฐพล จรัสรพีพงษ์,พรรค.ศรษฐกิจไทย,เท็นด้าย,
392,118,นายยุทธนา โพธสุธน,พรรคเศรษฐกิจไทย,.ท็นด้วย,
393,154,นายธนะสิทธิ  โควสุรัตน์,พรรคเศรษฐกิจไทย,เท็นด้าย,
394,155,นายธนัสภ์ ทวีเกื้อกูลกิจ,พรรคเศรษฐกิจไทย,เห็นด้วย,
395,219,นายบัญญา จีนาคำ,พรรคเศรษฐกิจไทย,เห็นด้วย,
396,225,นายไผ่ ลึกค์,พรรคเศรษฐกิจไทย,เห็นด้วย,
397,231,ผู้ช่วยศาสตราจารย์พรชัย อินทร์สุข,พรรคเศรษฐกิจไทย, เท็นด้วย,
398,265,นายภาคภูมิ บูลยประมุข,พรรคเศรษฐกิจไทย,เท็นด้าย,
399,288,พลตำราจเอก ยงยุทธ เทพจำนงค์,พรรคเศรษฐกิจไทย,.ท็นด้าย,
4ด0, 401,นายสะกิระ เผือกประพันธุ์,พรรคเศรษฐกิจไทย,.ห็นด้วย,
401,175,นายสมศักดิ์ คุณเงิน,พรรคเศรษฐกิจไทย, งดออกเสียง,
402,069,นายจีรเดช ศรีวิราช,พรรค.ศรษฐกิจไทย,=,
403,157,นายธรรมนัส พรหมะผ่า,พรรคเศรษฐกิจไทย,.,
404,198,นายบุญสิงท์ วรินทร์รักษ์,พรรคเศรษฐกิจไทย,.,
405,.072,นายเผดิมชัย สะสมทรัพย์,พรรคขาติไทยพัฒนา,.ท็นด้วย,
406,074,นายจุลพันธ์ โนนศรีชัย,พรรคชาติไทยพัฒนา,เห็นด้าย,
407,125,นายณัฐวุฒิ ประ.สริฐสุวรรณ,พรรคชาติไทยพัฒนา,เห็นด้วย,
408,165,นายธีระ วงศ์สมุทร,พรรคชาติไทยพัฒนา,เท็นด้วย,
409,170,นายนพดล  มาตรศรี,พรรคชาติไทยพัฒนา,เท็นด้วย,
410,178,นายนิกร  จำนง,พรรคชาติไทยพัฒนา,.ท็นด้วย,
411,240,นายพาณุวัฒณ์ สะสมทรัพย์,พรรคชาติไทยพัฒนา,เท็นด้วย,
412,315,นายาราวุธ ศิลปอาชา,พรรคชาติไทยพัฒนา,เห็นด้าย,
413,394,นายสรชัด สุจิตต์,พรรคชาติไทยพัฒนา,เห็นด้วย,
414,449,นายเสมอก้น เที่ยงธรรม,พรรคชาติไทยพัฒนา,เท็นด้วย,
415,465,นายอนุรักษ์ จุรีมาศ,พรรคชาติไทยพัฒนา,.ท็นด้าย,
416,207,นายประภัตร โพธสุธน,พรรคชาติไทยพัฒนา,อ,
417,210,นายประสงค์ บูรณ์พงศ์,พรรค.สรีรวมไหย,เห็นด้วย,
418,304,นายเรวัต วิศรุตเวช,พรรค.สรีรามไทย .,ไม่เท็นด้วย,
419,332,นายวิรัตน์ วรศสิริน,พรรคเสรีรามไทย,ไม่เท็นด้วย,
420,336,พลตำรวจโทวิศณุ ม่วง.พรสี,พรรคเสรีรวมไทย,ไม่เห็นด้วย,
421,450,พลตำรวจเอกเสรีพิศุทธ์ เตมียเวส า,พรรค.เสรีรวมไทย,ไม่เท็นด้วย,
,,,,หน้า 14/ 1.1521,
ลำดับที่,เลขทีบัตร,ชือ-สกุล,ชื่อสังกัด,ผลการลงคะแนน,
422,490,นายอำไพ กองมณี,พรรคเสรีรวมไทย,ไม่เท็นด้วย,
423,152,"นางสาวธนภร โสมทอง,.ดง",พรรค.สรีรวมไทย,..,
424,172,นางสาวนภาพร เพ็ชร์จินดา,พรรค.สรีรวมไทย,.-,
425,254,นายเพชร เอกกำลังกุล,พรรคเสรีรวมไทย,อ,
426,3!8,นายวัชรา ณวังขนาย,พรรคเสรีรวมไทย,.=,
427,464,นายอนุมัติ ชูสารอ,พรรคประชาชาติ,เห็นด้วย,
428,003,นายกมลศักดิ์ ลีวาเมาะ,พรรคประชาชาติ, งดออกเสียง,
429,026,นายกู.ฮง ยาวอหะชัน,พรรคประชาชาติ, งดออกเลียง,
430,108,นายชูการ์โน มะทา,พรรคประชาชาติ, งดออกเสียง,
431,388,นายสมมุติ เบ็ญจลักษณ์,พรรคประชาชาติ, งดออกเสียง,
432,483,นายอับดุลอายี สาแม็ง,พรรคประชาชาติ,งดออกเลียง,
433,325,พันตำรวจ.อก ทวี สอดสอง,พรรคประชาชาติ,-,
434,223,นางสาาปิยะรัฐชย์ ติยะไพรัช,พรรคเพื่อชาติ,ไม่เท็นด้วย,
435,257,นายเพชรวรรติ วัฒนพงศศิริกุล,พรรค.พื่อชาติ,...,
436,306,นางลินดา เชิดชัย,พรรค.เพือชาติ,.,
437,351,นายศรัณย์วุฒิ ศรัณย์เกตุ,พรรคเพื่อชาติ,..,
438,371,นายสงคราม กิจเลิศไพโรจน์,พรรคเพื่อชาติ,..,
439,487,นายอารี ไกรนรา,พรรคเพื่อชาติ,ะ,
440,269,นายภาสกร เงินเจริญกุล,พรรคเศรษฐกิจใหม่,เห็นด้วย,
441,279,นายมนูญ สิวาภิรมยรัตน์,พรรคเศรษฐกิจใหม่,.ท็นด้วย,
442,285,นางมารศรี ขจร.เรืองโรจน์,พรรคเศรษฐกิจใหม่,เท็นด้วย,
443,286,นายมิงขวัญ แสงสุวรรณ์,พรรคเศรษฐกิจใหม่,เห็นด้วย,
444,432,นายสุภดืช  อากาศฤกษ์,พรรคเศรษฐกิจใหม่,เห็นด้วย,
445,183,นายนิยม  วิวรรธนดิฐกุล,พรรคเศรษฐกิจใหม่,อ,
446,169,นายนพดล  แก้าสุพัฒน์,พรรคพลังท้องถินไท,เท็นด้วย,
447,011,นางสาวกวินนาถ ตาคีย์,พรรคพลังท้องถิ่นไท,ไม่เห็นด้วย,
448,034,ศาสตราจารย์โกวิทย์ ทวงงาม,พรรคพลังท้องถิ่นไท,ไมเห็นด้วย,
449,059,นายจารึก ศรีอ่อน,พรรคพลังท้องถิ่นไท,ไม่เท็นด้วย,
450,087,นายขัชวาลล์ คงอุดม,พรรคพลังท้องถิ่นไท,-,
451,255,นางสุเนตตา แชโก๊ะ,พรรครวมพลังประชาชาติไทย,เห็นด้วย,
452,469,นางสาวอนุสรี ทับสุวรรณ,พรรครวมพลังประชาชาติไทย,เห็นด้วย,
453,039,นายเขตรัฐ เหล่าธรรมทัศน์,พรรครวมพลังประชาชาติไทย,.,
454,057,นางสาวจุทาทัตต เหล่าธรรมทัศน์,พรรครามพลังประชาชาติไทย,ต.,
,,,,หน้า 15/ 1.1521,
ลำดับที,เลขที่บัตร,ชื่อ-สกุล,ชื่อสังกัด,ผลการลงคะแนน,
455,429,นายสุพล จุลใส,พรรครวมพลังประชาชาติไทย,.,
456,126,นายดล เหตระกูล,พรรคชาติพัฒนา,เท็นด้วย.,
457,146,นายเทวัญ ลิปตพัลลภ,พรรคชาติพัฒนา,เท็นด้วย,
458,316,นายวัชรพล โตมรศักดิ์,พรรคชาติพัฒนา,เท็นด้วย,
459,392,นายสมัคร ป้องวงษ์,พรรคชาติพัฒนา,เห็นด้วย.,
460,390,นายสมศักดิ์ พันธุ์เกษม,.-,เห็นด้วย,
461,319,นายวัฒนา ช่าง.หลา,ต.,อ,
462,498,นาย.อกราข ชางเหลา,=,..,
463,128,นายดำรงค์ พิเดซ,พรรครักษ์ผีนป่าประเทศไทย,ไม่เห็นด้วย,
464,290,นายยรรยงก์ ถนอมพิชัยธำรง,พรรครักษ์ผืนป่าประเทศไทย,.,
465,218,นายปรีดา บุญเพลิง,พรรคครูไหยเพื่อประชาชน,เท็นด้วย,
466,273,นายมงคลกิตติ๋ สุขสินธารานนท์,พรรคไทยศรีวิไลย์,ไม่เท็นด้วย,
467, 004,นายพีระวิทย์ .รืองลือดลภาค,พรรคไทรักธรรม,ไมเห็นด้วย,
468,438,นายสุรทิน พิจารณ์,พรรคประชาธิปไตยใหม่,ไม่เท็นด้วย,
469,377,นางนันทนา สงฆ์ประชา,พรรคประชาภิวัฒน์,เท็นด้วย,
470,365,นางสาวศิลัมพา เลิศนุวัฒน์,พรรคพลเมืองไทย,ไม่เห็นด้วย,
471,135,นางบุญญาพร นาตะธนภัทร,พรรคพลังชาติไทย,เห็นด้วย,
472,296,นายระวี มาศฉมาดล,พรรคพลังธรรมใหม่,เท็นด้วย,
473,179,นายนิคม บุญวิเศษ,พรรคพลังปวงชนไทย,.,
474,041,นายคทาเทพ เตชะเดช.เรืองกุล,พรรคเพือชาติไทย,เห็นด้วย,
 เครื่องหมาย,บ,(ยัติภังค์) หมายถึง ฺผู้ไม่ลงมติ/ผู้ลาประชุม/ผู้ขาดการประชุม,,,
,ยู้ปฏิบัติหน้าทีประธานในทีประชุม,,,,
นายขวน, หลีกภัย,ประธานสภาผู้แทนราษฎร,,,
,,,.,,
,,.,,,
